text	label
OwaseYadini uphika izinsolo zokuthwala	Ezokungcebeleka
IBaroka inqamule injabulo yePirates iyibamba koweligi	Ezemidlalo
Umsakazi ujikijele omunye ngamazwi	Ezokungcebeleka
Obekhuhla ibhentshi kwiBucs usezobonakala kuMaZulu	Ezemidlalo
Kwethulwe iFord Ranger Raptor eyisipesheli	Ezezimoto
Isizini yaMaZulu ivivinywe ngeDowns	Ezemidlalo
Umsindo kuvela ezithinta uTupac	Ezokungcebeleka
Ungayibona imihlola eyenzeka ebandleni laseSiphingo	Imibono
Isabelomali esizohlomulisa intsha, isimame naboselwa	Imibono
Obengumabhalane usefuye izingulube	Intandokazi
Usevuke wazithatha uMsweli woKhozi  FM	Ezokungcebeleka
Suka eduze koshayela budedengu	Ezezimoto
Umkhankaso wokubuyisa uZola 7 kwiTV	Ezokungcebeleka
IKaizer Chiefs isayinise umdlali waseGhana	Ezemidlalo
Uyabuya umdlalo wodumo iRockville	Ezokungcebeleka
Ithuba eliyingqayizivele kohlola umoba	Intandokazi
Omusha woKhozi ubhekene nokuningi ngasikhathi sinye	Ezokungcebeleka
UKhanyi unxusa uhulumeni ukuba avumele ukudayiswa kotshwala	Ezokungcebeleka
Ziqale ngesasasa iziqephu zocansi kwithelevishini	Ezokungcebeleka
Kunzima kowesifazane osesibhakeleni	Ezemidlalo
Ufuna ukubuyela ekulingiseni uZolani	Ezokungcebeleka
IToyota Hilux idayise okuzedlula zonke ngoFebhuwari	Ezezimoto
Unxuswa ukuthi abhukule uNtshangase	Ezemidlalo
IBanyana ibukise ngeMozambique kowokuhlungela i-AWCON	Ezemidlalo
[IMIBONO] Angiyiboni into esiyifundiswa wuZalo	Ezokungcebeleka
Masihloniphe abasakazi abadala nabaphethe manje	Imibono
URasta uzohlonipha noMenzi Ngubane ngomdwebo	Ezokungcebeleka
Osafufusa ukhala ngokudlelwa iculo nguZahara	Ezokungcebeleka
USolinas uxolisile ezakhe zishaywa	Ezemidlalo
ULira uhlonishwe ngonodoli ofana naye	Ezokungcebeleka
IDowns ivule izandla kwabagaqele uBrockie	Ezemidlalo
Olaxaze iFree State ukhonjwa kuBucs	Ezemidlalo
[EZOTHANDO] Ukuxabana akuhlangene nenkonzo yasekamelweni	Ezokungcebeleka
Kufezeke iphupho kowaseMnambithi oselingisa nezinkakha  kwiVula Vala	Ezokungcebeleka
Bavale imingcele phesheya bamosha izinhlelo zikaNotoane	Ezemidlalo
Ayiphoxanga abalandeli i-Cameroon ivula ngewini ekhaya kwi-Afcon	Ezemidlalo
UBenni akajahile ukungena emakethe uma sekuvulwe iwindi	Ezemidlalo
UMjosty uphonsa itshe esivivaneni	Ezokungcebeleka
Kunzima kwiChiefs emidlalweni ezayo	Ezemidlalo
Ingane iyashaywa nje kwaphela bakwethu	Imibono
IVolvo izodayisa izimoto ezihamba ngogesi kuphela	Ezezimoto
Bagadlane esidlangalaleni oJub Jub noLerato Kganyago	Ezokungcebeleka
‘Angiboni ngiyoke ngiphinde ngibuyise umcimbi wami eThekwini’ - Cassper	Ezokungcebeleka
Itiye laseNkandla emidwebeni kaRasta	Ezokungcebeleka
Izikhulu zeCeltic ziyaziqhelisa nemizamo yabalandeli	Ezemidlalo
I-Royal AM ayizithinti ngokwamukela ukususwa esicongweni	Ezemidlalo
Umsubathi wakuleli useyinyama phesheya	Ezemidlalo
IBafana iqinise idolo ibambana neZimbabwe	Ezemidlalo
Umnyango uhlanganisa amasu azosiza ngesikhathi esilahlekile	Imibono
UPitso nesixazululo ekuhlelweni kwemidlalo	Ezemidlalo
Uzimisele ukunika uRantie ithuba lesibili	Ezemidlalo
Bazohlukana neshisiwe abafuna uJali	Ezemidlalo
IVW T-Roc yiSUV edonsa amehlo	Ezezimoto
IChiefs ivulele induku kwiPirates koweDiski	Ezemidlalo
Yaba budlabha iMeya yeTheku ikhuluma	Imibono
UTinkler akazimisele ukudlala eyokuhlunga	Ezemidlalo
Ugxeka awaseKZN ngokufuduka kwabadlali	Ezemidlalo
Uthi kusekuncane akushilo uJub Jub	Ezokungcebeleka
Ubona engenza kangcono kweZimnyama	Ezemidlalo
IToyota yethule imoto entsha eshibhile	Ezezimoto
Uchungechunge iHlomu the Wife seluzoba umdlalo	Ezokungcebeleka
Ngibona Uzalo lugqugqezela ubugebengu ezweni	Imibono
Siyadumaza isimo sedolobha uMphithi	Imibono
Kuphelile ngomshado womsakazi wodumo	Ezokungcebeleka
Kuvela okuxoshe iBafana ehhotela lodumo	Ezemidlalo
Umqeqeshi weRichards Bay usongela i-Ajax Cape Town	Ezemidlalo
UMaBlerh usazogobhoza kwiRGB	Ezokungcebeleka
IBafana iphume zibekwa kwiCosafa	Ezemidlalo
Liqale kahle elikaTau kowokuhlungula iChampions League	Ezemidlalo
Uswele amazwi u-Ayanda Msweli enikwa imoto	Ezezimoto
Ingase ingabuyi iCeltic ngesizini ezayo	Ezemidlalo
Imenyezeliwe intengo yeVW Caddy entsha	Ezezimoto
Sidlala kahle, inkinga yethu amagoli: Mosimane	Ezemidlalo
Amathiphu okushayela ezindaweni ezinezibhelu	Ezezimoto
UKomphela akafuni ezakhe zizithwale	Ezemidlalo
Ujabule umqeqeshi weBucs ngabadlali bakhe	Ezemidlalo
Ubemele abasebenza emarenki kumaMetro	Ezokungcebeleka
UDani Alves ukhuza ibuya kwiBarcelona	Ezemidlalo
Yazi kabanzi ngeGEPF ungakathathi umhlalaphansi	Imibono
Izinguquko kwiBMW X3 eyakhiwa kuleli	Ezezimoto
Kukhonye amaciko aseKZN kumaSatma	Ezokungcebeleka
UTamia ungene kwasukuma yonke inkundla	Ezokungcebeleka
Kushiye abaculi abamqoka kuMabhenanyawo	Ezokungcebeleka
EzeChiefs nenselelo yokuphindiselela ’obhuti’ kwiRoyal AM	Ezemidlalo
’UKhenyeza kufanele anikwe ithuba lokuqeqesha’	Ezemidlalo
Ufuna ukuya kude oweZululand FM	Ezokungcebeleka
Ivukana likhala ngoMdingi ngokulixhopha	Ezokungcebeleka
OwoZalo nesifiso sokuyolingisa phesheya	Ezokungcebeleka
Imiklomelo koweBucs noweDowns	Ezemidlalo
Isendalini iTeam of Choice	Ezemidlalo
Uthole enye indondo uTrevor Noah	Ezokungcebeleka
OweBucs uthembisa eyamehlo kubalandeli	Ezemidlalo
Lutho ukuqhosha edla ubhedu uSgwebo Sentambo	Ezokungcebeleka
UNdlondlo ufuna ukubhibhisa isilonda seDowns ngenduku	Ezemidlalo
Kuphelile ngomshado wosaziwayo	Ezokungcebeleka
Ufuna ukusizwa yindodana kuBafana	Ezemidlalo
USikhakhane usezoqeqesha i-Eagles	Ezemidlalo
Udumaze umqeqeshi ewagaxa emgibeni	Ezemidlalo
Kuzwele nakosaziwayo kuboshwa uZuma	Ezokungcebeleka
Umfelandawonye uthi ayifakelwe izibuko eyamabhoklolo	Ezokungcebeleka
Odume kwi Pirates useyakholwa ngemuva kokuvaleka amehlo	Ezemidlalo
‘Ukushaya amagoli okweqembu lonke’	Ezemidlalo
ISA Under 23 ibhubhise iZimbabwe kowokuhlungela ama-Olympics	Ezemidlalo
Bazowubuka bhusende oweBafana asebegomele iCovid-19	Ezemidlalo
I-Caravelle ibhasi lomjolo, ithandwa ngabaningi	Ezezimoto
OwoSuthu ubonga abadlali ngemiphumela kwiDiski	Ezemidlalo
IBafana isizodlala neMadagascar kowobungani	Ezemidlalo
UTlale uvikela uBroos ngoweChiefs okhuhla ibhentshi	Ezemidlalo
Imibuzo kubonakala uMazinyo	Ezemidlalo
Kuyibhedele iRoyal AM ivala unyaka ngenduku	Ezemidlalo
‘Aqhamuka kimina amagama ozakwethu’	Ezokungcebeleka
Inkakha incoma i-Arrows ngokubuyela ebholeni layo lamzukwana	Ezemidlalo
Inceku ihlulwe wumona ngoBeekay	Imibono
UMcCarthy ujabule belungisa iphutha	Ezemidlalo
#Ezobuhle: Bayadlisa abesilisa abanentshebe	Ezokungcebeleka
Uswele amaphiko uMr Magic kuhoxa icala elamxoshisa	Ezokungcebeleka
Uzophuma eceleni kuhle kwajosaka umdlali waMaZulu	Ezemidlalo
Izinkunzi zePSL nemisiko emisha	Ezemidlalo
Iya ezikhungweni zikahulumeni uzolibona ihlazo	Imibono
Yonke into ihlangene ngomcimbi kaKhuzani	Ezokungcebeleka
Basophe ukulibuyisa idumela le-Alfa Romeo eMzansi	Ezezimoto
Unebhizinisi elithi yena  obewashela abantu izingubo	Intandokazi
Usihlalo weCity uthungatha umgadli ovuthayo	Ezemidlalo
AbakwaToyota baxhase iChiefs ngezimoto iminyaka emithathu	Ezemidlalo
Izinto zimapeketwane kuPolokwane City	Ezemidlalo
Ivulekile futhi yinhle  iLand Cruiser Prado	Ezezimoto
Sicela uKhozi FM lubuyise uLinda Sibiya	Imibono
IChiefs ayicacisi ngoKhumalo	Ezemidlalo
Uzobukwa ngoR3.6 m oweChiefs	Ezemidlalo
Isidlulile emhlabeni inkakha yomlingisi	Ezokungcebeleka
UHunt uxakwa wubuthuntu ebagadlini beziMpofana	Ezemidlalo
Ubonga abalandeli          uBig Zulu eqokwa kweyishumi	Ezokungcebeleka
UKhoza uqinisekisa ekaJele nePirates	Ezemidlalo
AmaZulu kuzoba yikhaya lami elisha: Van Heerden	Ezemidlalo
Sekuseduze kucace ngesama-Idols	Ezokungcebeleka
Isimelwe ngababili iKZN kuma-	Ezokungcebeleka
UMbuli ufuna babambe umgqigqo koweDurban Ladies	Ezemidlalo
UMasilela usazohlala kuMaZulu	Ezemidlalo
Ayaqina amahlebezi ngo-Amr Gamal	Ezemidlalo
‘AmaProteas angayinqoba eyoMhlaba’	Ezemidlalo
IPirates ihambe kahle inqoba ekuhambeni	Ezemidlalo
Uwacoshele ulwazi amaProteas kwi-IPL	Ezemidlalo
Kuphele injabulo kwabajoyine iBucs	Ezemidlalo
Ukaputeni woSuthu ufuna ezakhe zivuke zizithathe	Ezemidlalo
OweBanyana ubalisa ngeligi yabesifazane	Ezemidlalo
UTefu udalula okumenze waqoma ukujoyina elisehlathini	Ezemidlalo
Sidinga ukukhula ngokomqondo, bantu bakithi	Imibono
[BUKA] USjava utuse imvelaphi namasiko emukela indondo kumaBET	Ezokungcebeleka
Ayisayingeni ngempela ekaMashaba iSafa	Ezemidlalo
IBMW 3 Series ishunelwe abaseMzansi	Ezezimoto
Izicubu nenduku engasheshi ichithe	Ezokungcebeleka
AweDiski Challenge nenselelo yezivivinyo kubadlali	Ezemidlalo
UMngqithi uxwayisa ngobungozi bokutuswa kweSundowns	Ezemidlalo
UZalo ludiliza abalingisi	Ezokungcebeleka
Udedelwe ngebheyili umyeni kaMshoza	Ezokungcebeleka
'Sinethuba lamaphuzu kwiChiefs'	Ezemidlalo
Uzoqala ngoJuni umdlalo wakuleli kwiNetlfix	Ezokungcebeleka
Ningavumeli amantombazanyana ahambe wodwa ebusuku - T’zozo	Ezokungcebeleka
Ucasulwe ukusakazela izipoki	Ezokungcebeleka
Kuyamlimaza uKeet ukungadlaliswa	Ezemidlalo
Aluyi ndawo Uzalo: SABC	Ezokungcebeleka
UMiddendorp ubalise ngokulimala komgadli bedliwa	Ezemidlalo
UMicho uncome ukuzimisela kwezakhe	Ezemidlalo
Kuzobhekwa ezabaqotha emndenini ohlelweni olusha lakuleleli	Ezokungcebeleka
OwoKhozi uhoxe kowabesimame abasebenza ngokuzikhandla	Ezokungcebeleka
Unamaphupho amakhulu uManu WorldStar ezwenikazi i-Afrika	Ezokungcebeleka
I-Arrows izibeke ethubeni lokungena koweCaf	Ezemidlalo
Kubanjwe umoya ngabeChiefs	Ezemidlalo
Ngabe iKwaZulu-Natal ingakwazi ukuzimela?	Imibono
Uswele amaphiko uZandie nge-albhamu yokuqala	Ezokungcebeleka
Ikhombise ukugigiyela iBucs inkulumo kaPitso	Ezemidlalo
IBanyana ikhombise i-Angola ukuthi kukhala esikabani isicathulo	Ezemidlalo
Uthisha akababoni beyiziboshwa abafundi	Intandokazi
UZinnbauer ungena ezintangeni ngekusasa lakhe kwiPirates	Ezemidlalo
Izingwazi zakuleli zinikwe R10 million	Ezokungcebeleka
OweSibaya uzoshadelwa yisithandwa seminyaka	Ezokungcebeleka
UNorma Mngoma uhlonishwe namaqhawe amazwe	Intandokazi
Ishunwe kahle iFord Everest Sport	Ezezimoto
USpencer ucela abalandeli banike uBaxter isikhathi	Ezemidlalo
UBonang uthi uselinde uR500 000 kohubhuze amanga ngaye no-AKA	Ezokungcebeleka
Uma sibambisana singayinqoba iCovid-19	Imibono
Uthokozile obelingisa ekaThokozile kwiMbewu	Ezokungcebeleka
Kwethulwe iPolo Vivo yekhethelo	Ezezimoto
[IMIBONO] Safa abasakazi bekhuluma ngabo	Ezokungcebeleka
IWits ayiyishayi mkhuba eyesinqumo esilindelwe	Ezemidlalo
Osopolitiki abaphume nje kweyeCovid, bayasidukisa	Imibono
I-PSL iqinisekise olwendali phakathi kweCeltic neRoyal AM	Ezemidlalo
Iphethe no-AKA ozobe eqala oLundi iGumba Fest	Ezokungcebeleka
Injabulo kodle ubhedu kowoKhozi FM	Ezokungcebeleka
Ugqugquzela ezakhe ukaputeni we-Arrows	Ezemidlalo
IPirates isanethemba lokunqoba enye yezindebe kule sizini	Ezemidlalo
Akubhekwe umlando ngesixazululo kwaShembe	Imibono
UMasechaba uphumela obala ngokudlwengulwa	Ezokungcebeleka
Kungaphezu kwegqubu  okubangwa yi-England namaBoks	Ezemidlalo
UMcCarthy ubalisa ngomdlali ayemcelile	Ezemidlalo
ISundowns ichazekile ngomgadli wayo omusha	Ezemidlalo
Izinkinga emdlalweni ozodlala kuSABC1	Ezokungcebeleka
Ukuthanda ibhodwe kwenza wavula ibhizinisi	Intandokazi
OweSuperSport ulahle ithemba ngeseligi yeDiski	Ezemidlalo
Ukhonjwa e-Egypt umqeqeshi olaxaze iPirates	Ezemidlalo
Uwafawafa namhlanje kumaSama	Ezokungcebeleka
Indida ngekusasa lesikhulu sePirates	Ezemidlalo
Isolezwe linqobe umncintiswano iSpirit of Amarok Media Challenge	Ezezimoto
IChiefs ingase iphendule amatafula ecaleni leCAS	Ezemidlalo
UShimza uphumele obala ngokubhidlika kobudlelwano bakhe noBlack Coffee	Ezokungcebeleka
Isivumelwano sePSL neDStv sincisha abahlwempu imidlalo enohlonze	Imibono
UBroos akayifuni imibono ngesikwati seBafana	Ezemidlalo
Ukhiphe incwadi ngempilo kaNcwane	Intandokazi
Uthando lwakhiwa wukukhulela emakhaya	Intandokazi
OwoMvoti ushaywa ukuntula intuthuko	Ezemidlalo
UBhele ujabulela ithuba lokulungisa amaphutha ngeChippa	Ezemidlalo
UTembo ufuna bakhiphele isibhongo kwiRoyal AM	Ezemidlalo
‘Iningi selingithatha njengosaziwayo’	Ezokungcebeleka
Kumcasulile ukudedela iPirates	Ezemidlalo
Ugxile kwabanamava uNtseki ememezela isikwati seBafana	Ezemidlalo
UZwane ubhoboka ngesifiso seChiefs ngeChampions League	Ezemidlalo
UDJ Le Soul uvume idlozi	Ezokungcebeleka
AbaseSaudi Arabia bahosha imfe kwiNewcastle United	Ezemidlalo
UMususu ubona ezovuka ngegoli kwiChiefs	Ezemidlalo
IMaritzburg kukhondolo idayisa owokufika	Ezemidlalo
UDlamini uzoqopha umlando eshova kwiTour de France	Ezemidlalo
UKole uyakhala ngodonga lweSundowns oluntengayo	Ezemidlalo
USgqemeza akasayingeni eyokudlala emakilabhini	Ezokungcebeleka
UNolwazi uyakujabulela ukulingisa kwi-Ngane Yami	Ezokungcebeleka
I-Pirates isethubeni lokuyinqoba iligi: Da Gama	Ezemidlalo
UHunt usenethemba ngempi yokugcina	Ezemidlalo
Kuya ngamagama enkehli oSuthwini	Imibono
UMngqithi ufuna abadlali bakhe bafunde ngephutha lezitha	Ezemidlalo
UZahara ukhala ngokuphendulwa ihlaya	Ezokungcebeleka
AwaseKZN afuna amaphuzu ngezindlela ezehlukene kweyeligi	Ezemidlalo
Usefuna ukugxila kwezamabhizinisi u-Anele	Ezokungcebeleka
Uhlelo oluzoba wusizo kubasiki bengqephu baseThekwini	Intandokazi
Kunxuswa ukuthi angafakwa amathayi ebiwe	Ezezimoto
IBafana ne-England ngamanzi namafutha - Mokotjo	Ezemidlalo
Ube yiqhawe uMokotjo etakula iBrentford koweligi	Ezemidlalo
Umqeqeshi ucacisa ngezilomo kuRante noLebese	Ezemidlalo
UBen 10 uzolwela ukuwinisa iBafana	Ezemidlalo
IComoros ikhishwe ilwile kweye-Afcon	Ezemidlalo
I-DA ifuna okukaKhesari kubuyele kuKhesari	Imibono
ULights Out ugawula kwasani okuphambi kwakhe	Ezemidlalo
ISundowns iwundlalele ngewini owePirates	Ezemidlalo
ISundowns izolwela ukuthola inkanyezi yesibili	Ezemidlalo
UKatsande ulibona liphezulu elabeChiefs	Ezemidlalo
Elakuleli ethubeni lengqophamlando	Ezemidlalo
Inkakha yeBafana ikhwelezela uMkhalele kwelesizwe	Ezemidlalo
Kumthathe imizuzu ukuba isilomo uMfana kaGogo	Ezokungcebeleka
UPienaar uchaza ngokulaxaza iBafana	Ezemidlalo
Abadingeki abakhuhla ibhentshi kuma-Olympics: Bartlett	Ezemidlalo
IJoyous nomjikelezo wamadoloha amakhulu kuleli	Ezokungcebeleka
I-TS Galaxy nezinhlelo zokuyibamba kweyeCaf	Ezemidlalo
Kubukeka ezophelela kwiChiefs uMncwango	Ezemidlalo
UBrockie ubhoboka ngokungashayi amagoli	Ezemidlalo
Kunenge abalandeli ukushiywa kukaCastro	Ezemidlalo
Umsindo ngesitatimende samaphutha onondweba	Ezemidlalo
UShabba ethubeni lokuphula irekhodi likaDoctor Khumalo	Ezemidlalo
UJesse ubuya ngeRhythm City	Ezokungcebeleka
Sephukile isethembiso somshado	Ezokungcebeleka
UNcikazi ukhala ngokwenzelwa phansi yizinqumo zikanompempe	Ezemidlalo
Umaskanda udinwe wumsakazi woKhozi	Ezokungcebeleka
Abesibhakela balungisa amaphutha	Ezemidlalo
OweGalaxy ukhale ngonompempe behlulwa	Ezemidlalo
' U-Anele Mdoda akumfanele ukuba yijaji kuMiss SA' - Phat Joe	Ezokungcebeleka
Udokotela ne-EP ezophuma maduze	Ezokungcebeleka
Ukunyuka kukagesi kuzoba nemiphumela emibi	Imibono
Ezemidlalo sezaba ezomntakabani kuleli lizwe	Ezemidlalo
UMthembu ululeka ozakwabo ngobumqoka bokuheha abaxhasi	Ezemidlalo
IMaritzburg otakwini lokudlala kweyokuhlunga	Ezemidlalo
Bathembisa lukhulu nge-Amarok entsha kwaVW	Ezezimoto
UNotoane uyayihlonipha iZimbabwe esendleleni yakhe	Ezemidlalo
U-Ayanda Ncwane uphawula ngezinsolo zokujola nowokholo	Ezokungcebeleka
U-Alicia Keys uyazifela ngenoni elisha likaBabes Wodumo	Ezokungcebeleka
I-IAAF Ikuhlehlisile ukusebenza komthento ocindezela uSemenya	Ezemidlalo
Inselelo kaZuma ngekhonsathi kaKhuzani	Ezokungcebeleka
Mina anginandaba nezicoco - Komphela	Ezemidlalo
Ushiswa wugqozi kwezobuchwepheshe	Intandokazi
UThembi uchaze ngobumnandi bokuba wumzali	Ezokungcebeleka
Kubuye indodana yolahleko kwiBafana	Ezemidlalo
UZothwane uzishaya isifuba ngoshuni woThongathi	Ezemidlalo
Umele abesifazane koweNgqwele	Ezokungcebeleka
IMaritzburg isazohlala esigabeni esikhulu	Ezemidlalo
Kuvele elinye ikhono koweSoul Brothers	Ezokungcebeleka
Umqeqeshi ucikwa yinkohlakalo kwi-ABC Motsepe League	Ezemidlalo
Obengumsakazi ugxeka utshwala ngokuxoshwa	Ezokungcebeleka
UZahara ngeke alubhade kwi-Ugu Jazz	Ezokungcebeleka
Ngimbona engusomathuba uNdlovu weTop 10 yoKhozi	Imibono
URulani ugezeke igilo ngokukhuthala kwabadlali beBucs inqoba	Ezemidlalo
UFerreri uyiphikile ekaThopola ne-Orlando Pirates	Ezemidlalo
UBusiswa usezokwethula iGqom Nation	Ezokungcebeleka
Ufuna bamazi engayedwana uMaKhumalo	Ezokungcebeleka
Ucija abesifazane baseNquthu kwezokwakha	Intandokazi
Kududuzwa izelamani zosaziwayo ezisemanzini	Ezokungcebeleka
Okamaskandi uchitha eyokudayisa amagwinya	Ezokungcebeleka
Kuzocaca kule nyanga ngozocija iBafana	Ezemidlalo
Ubuyile uShota oseshintshe isitayela	Ezokungcebeleka
AmaZulu agaqele unyazi lomgadli waseTogo	Ezemidlalo
Kubhuntshe umcimbi engafiki uKabza	Ezokungcebeleka
Ubuye ngezinkani umlingisi emuva kwekhefu	Ezokungcebeleka
OweGallants uzincoma ngokuqina ukhakhayi	Ezemidlalo
BUKA: UKwesta unonge ingoma ngomshado wakhe	Ezokungcebeleka
ISafa nenselelo kuBaxter ngabadlali	Ezemidlalo
UBaxter uhlela ukwesula kwiBafana	Ezemidlalo
IChiefs ingena ezintangeni ngoKhune	Ezemidlalo
Ezothando: Ngifisa silande izingane zomyeni wami	Ezokungcebeleka
Uhlelo lwePSL oluzosiza iSundowns	Ezemidlalo
Owe-SSU ukhuthazwa wuTau ngephupho laphesheya	Ezemidlalo
UHunt ubalisa ngobuthuntu babagadli bakhe	Ezemidlalo
Umndeni kaMjik'jelwa ukhala ngeDVD eputshukile esidayisa emgwaqweni	Ezokungcebeleka
UMkabayi uthi wacishe wasilaxaza Isibaya	Ezokungcebeleka
Lizolahlekelwa amavoti leli qembu	Imibono
UZwane ubheke oweFootballerof the Season	Ezemidlalo
UZimdollar ubanjwe inkunzi eqeda ukusakaza	Ezokungcebeleka
[IMIBONO] Sengithanda ukungayiboni kahle mina indaba yale  VAR	Ezemidlalo
UParker ululeka ozakwabo ngomvuzo wokuhhewulwa	Ezemidlalo
Ushiye isigubhukane oKhozini uZandile	Ezokungcebeleka
ICaf ihlehlise imidlalo yokuhlungela iNdebe yoMhlaba	Ezemidlalo
Izintokazi ezivelele ziyomela isifundazwe nezwe	Ezemidlalo
Uza nokusha umsakazi woKhozi FM	Ezokungcebeleka
Ungagqoka uswenke noma yikuphi ngamasokisi	Intandokazi
URhulani uphika eyokuvala isikhala sikaMadisha	Ezemidlalo
ITheku emkhankasweni wokuvumbulula abanekhono	Ezemidlalo
BUKA: UTipcee ubonge abamsizile ethenga isithabathaba somuzi	Ezokungcebeleka
Ubonga ukwesekwa ngomkhaya oweMetro FM	Ezokungcebeleka
Angisoze ngisigqoke isiketi: Semenya	Ezemidlalo
Ithwasa lihlaba eyokunandisa ngamaCD	Ezokungcebeleka
Unebhizinisi elizosiza abanezinwele zemvelo	Intandokazi
Abuyise izethenjwa AmaBhokobhoko ecijela i-Argentina	Ezemidlalo
Unethemba lokuthi ubonakele	Ezemidlalo
Isakhulunyelwa phansi eyobengunozinti wePirates	Ezemidlalo
Abaculi bakamaskandi bazokhulekela uZuma	Ezokungcebeleka
Uzofihlwa ngoMgqibelo uSphuzo Sabantwana	Ezokungcebeleka
UTruter akasibhekile isicoco seligi neSwallows	Ezemidlalo
Wakhuthazwa uyise osenepulazi likamoba	Intandokazi
UBaxter unezinhlelo ngendawo kaNgcobo	Ezemidlalo
'Akukho okuhlanganisa uKelly nabasolwa ababoshiwe kwelikaMeyiwa’	Ezokungcebeleka
Akagculisekile ngadlala kweyeCAF	Ezemidlalo
EZOTHANDO: Ufuna ngimuphe uR3 000 ngenyanga ukuze sibuyelane	Ezokungcebeleka
Ingwazi yeBucs ikhala ngokuqhela kukaKhoza	Ezemidlalo
USemenya uhlulwe isikhathi sama-Olympics enqoba ku-5000m	Ezemidlalo
UCaster usaqhubeka nokulwa enkantolo neWorld Athletics	Ezemidlalo
UDladla uncoma umdlali ngokungahuduli izinyawo	Ezemidlalo
UDumi noBetusile ohlelweni olusha kuTV	Ezokungcebeleka
Uvuka ngohlelo oluzosiza abefundisi abafuna omaqondana	Ezokungcebeleka
Injabulo kowePMB ebizwa kwiBafana	Ezemidlalo
Ithuba lokuvala igebe lamaphuzu kwiDowns	Ezemidlalo
Okushaqisayo ngamacala abhekene noR Kelly	Ezokungcebeleka
Ziya ngokuba ngcono izibalo zokuthengwa kwezimoto	Ezezimoto
Luza kabi uDidi Olumashoba	Ezokungcebeleka
Ingcindezi kwiChippa yehlulwa kwiligi	Ezemidlalo
Amaciko asabisa ngokuyinyomfa	Ezokungcebeleka
Umlingisi ubejuqwa wukhwantalala	Ezokungcebeleka
Kungase kuchaye iChiefs neSundowns	Ezemidlalo
Ukhala ngobugqila bocansi uSkolopad	Ezokungcebeleka
Ezothando: Umyeni wami akangenelisi, sengisizwa abafana	Ezokungcebeleka
Abawuvali umlomo ngeKonka abezobumnandi	Ezokungcebeleka
UDyantyi ethubeni lokuhlabana ngesomdlali ovelele emhlabeni	Ezemidlalo
Kusolwa impakamo emiswa kuZalo	Ezokungcebeleka
Anoqaphela izicagogwana zamaqembu okhethweni	Imibono
Ubevele efisa ukuba kwiLockdown	Ezokungcebeleka
Usamisiwe umcimbi weqembu Iziqhaza	Ezokungcebeleka
Osolwazi abazofakazela uCaster Semenya	Ezemidlalo
Bafuna uThabooty avale isikhala sikaDJ Fresh	Ezokungcebeleka
URivaldo Coetzee angase angaholi	Ezemidlalo
Akulula ukuthola ijezi kwiDowns: Mshishi	Ezemidlalo
UMosimane uncoma inkulisa yeSundowns	Ezemidlalo
Iqhinga likaBroos neBafana kweyokuhlunga	Ezemidlalo
AboZalo baqinisekise amahebezi ngabalingisi	Ezokungcebeleka
OweChiefs Ukhathazwa abamgxekayo	Ezemidlalo
Sekuqalile ukuvota kowoKhozi FM	Ezokungcebeleka
Bekunzima koseyinxusa kwezobuchwepheshe	Intandokazi
Ziyawushaya koweMafikizolo nowakwakhe	Ezokungcebeleka
Bazosina bededelana abesifazane abacula i-jazz	Ezokungcebeleka
U-AKA ugeqa amagula ngokwenzeka kushona ingoduso yakhe	Ezokungcebeleka
UKeet uvuma eyokweqiwa yijezi leBafana ngenxa ka-Itu	Ezemidlalo
Ugu lulindele izinkulungwane koweJazz	Ezokungcebeleka
Ingwadla kuHenry noHazard eRussia	Ezemidlalo
Usedlulile emhlabeni uMshoza	Ezokungcebeleka
‘Ukunakekela umzimba ikona okungenze ngancipha’ - Sophie Ndaba	Ezokungcebeleka
Ubone afike ngayo uLarsen exoshwa kwiChippa	Ezemidlalo
Usuqalile umshikashika weChampions League	Ezemidlalo
Uthembise isithandwa sakhe umshado kweyobumnandi	Ezokungcebeleka
Akazobhuquza ekhaya ophelelwa ngumsebenzi	Ezokungcebeleka
Senza okuphambene nemithetho eyishumi yobuntu bomuntu	Imibono
Kubhede ekugcineni koweNdebe yoMhlaba kwiBelgium	Ezemidlalo
'Sisendawonye nomkami kodwa asisathandani : Andile Jali	Ezokungcebeleka
Imidlalo yeSABC isizobonwa naphesheya	Ezokungcebeleka
Uthakasela ithuba lokulingisa kwi-Unmarried	Ezokungcebeleka
Iqine njengensimbi yaseJalimane iHyundai Santa Fe	Ezezimoto
Ayimkhathazi 'eyokudutshwa' kukaSithebe woSuthu	Ezemidlalo
OwoThando Nes'thembu usengumculi	Ezokungcebeleka
Ubonga isimangaliso soMdali esinda uMaster KG	Ezokungcebeleka
Buka: IToyota GR Yaris entsha igxuma njengonogwaja	Ezezimoto
Utshwala bulibulele izwe sinezibotho nemilutha	Imibono
Abadlali beBanyana bazoklaba aluhlaza	Ezemidlalo
Sekuphelile phakatthi kweChippa United no-Eymael	Ezemidlalo
UMbappe ushaywe ngesithende koweFifa	Ezemidlalo
Uqokwe ngabeSony Music uMfana kaGogo	Ezokungcebeleka
IChiefs inombele ngeSwallows yahlala emhlane kwi’Downs	Ezemidlalo
UShamsi uveza okwenyusa ifomu yakhe	Ezemidlalo
Ushiye isigubhukane kwaSABC	Ezokungcebeleka
